kk;pv;h;;"Ulkoilma
lämpöt.
°C";"Ulkoilma
absol.
kosteus
g/kg";"Ulkoilma
suht.
kosteus
%";"Ulkoilma
entalpia
kJ/kg";"Lämmitys
tiloissa
W";"Lämmitys
IV-kone
W";"Lämmitys
IV-kone
(ei LTO:ta)
W";"Jäähdytys
tiloissa
W";"Jäähdytys
tiloissa
(ei vapaajäähd.)
W";"Jäähdytys
IV-kone
W";"Puhallin-
sähkö
W";"Tuloilma-
virta
m³/s";IV-pyörimisnopeus
4;1;21;su;2,2;4;89,6;12,233;20037;0;0;0;0;0;1352;0,9;75
4;1;22;su;1,1;3,8;92,2;10,618;22376;0;0;0;0;0;1352;0,9;75
4;1;23;su;0,6;3,7;93,1;9,861;23870;0;0;0;0;0;1352;0,9;75
4;1;24;su;-0,6;3,5;96,2;8,146;26232;0;0;0;0;0;1352;0,9;75
4;2;1;ma;-1,1;3,3;94,2;7,14;27770;0;0;0;0;0;1352;0,9;75
4;2;2;ma;-1,7;3,1;92,5;6,033;29282;0;0;0;0;0;1352;0,9;75
4;2;3;ma;-2,2;3;93;5,278;30823;0;0;0;0;0;1352;0,9;75
4;2;4;ma;-2,8;2,7;87,6;3,922;32170;0;0;0;0;0;1352;0,9;75
4;2;5;ma;-3,3;2,5;84,2;2,917;33651;0;0;0;0;0;1352;0,9;75
4;2;6;ma;-2,8;2,6;84,3;3,672;33407;0;0;0;0;0;1352;0,9;75
4;2;7;ma;-2,2;2,7;83,7;4,529;32801;0;0;0;0;0;1352;0,9;75
4;2;8;ma;-1,7;2,8;83,6;5,284;30914;0;0;0;0;0;1352;0,9;75
4;2;9;ma;-1,1;2,9;82,8;6,14;28735;0;0;0;0;0;1352;0,9;75
4;2;10;ma;0,6;2,9;73,1;7,86;24862;0;0;0;0;0;1352;0,9;75
4;2;11;ma;2,2;2,9;65,1;9,478;17262;0;0;0;0;0;1352;0,9;75
4;2;12;ma;3,3;2,7;56;10,089;12213;0;0;0;0;0;1352;0,9;75
4;2;13;ma;3,9;2,8;55,7;10,946;10568;0;0;0;0;0;1352;0,9;75
4;2;14;ma;3,9;2,8;55,7;10,946;9706;0;0;0;0;0;1352;0,9;75
4;2;15;ma;4,4;2,8;53,7;11,452;5867;0;0;0;0;0;1352;0,9;75
4;2;16;ma;5;2,8;51,5;12,059;4069;0;0;0;0;0;1352;0,9;75
4;2;17;ma;5,6;2,9;51,1;12,917;3152;0;0;0;0;0;1352;0,9;75
4;2;18;ma;4,4;2,6;49,9;10,95;4302;0;0;0;0;0;1352;0,9;75
4;2;19;ma;3,3;2,8;58,1;10,34;9944;0;0;0;0;0;1352;0,9;75
4;2;20;ma;2,8;3;64,5;10,335;12338;0;0;0;0;0;1352;0,9;75
4;2;21;ma;1,7;3,2;74,4;9,723;14977;0;0;0;0;0;1352;0,9;75
4;2;22;ma;3,9;3,7;73,4;13,204;12240;0;0;0;0;0;1352;0,9;75
4;2;23;ma;2,2;3,2;71,8;10,229;15517;0;0;0;0;0;1352;0,9;75
4;2;24;ma;0,6;2,7;68,1;7,359;19142;0;0;0;0;0;1352;0,9;75
4;3;1;ti;0,6;2,7;68,1;7,359;20055;0;0;0;0;0;1352;0,9;75
4;3;2;ti;0,6;2,6;65,6;7,109;20816;0;0;0;0;0;1352;0,9;75
4;3;3;ti;0,6;2,6;65,6;7,109;21559;0;0;0;0;0;1352;0,9;75
4;3;4;ti;0,6;2,6;65,6;7,109;22262;0;0;0;0;0;1352;0,9;75
4;3;5;ti;0;2,6;68,5;6,503;23862;0;0;0;0;0;1352;0,9;75
4;3;6;ti;0;2,6;68,5;6,503;24571;0;0;0;0;0;1352;0,9;75
4;3;7;ti;-0,6;2,5;68,9;5,646;26013;0;0;0;0;0;1352;0,9;75
4;3;8;ti;-1,1;2,5;71,4;5,141;27088;0;0;0;0;0;1352;0,9;75
4;3;9;ti;-1,7;2,4;71,7;4,285;26066;0;0;0;0;0;1352;0,9;75
4;3;10;ti;-1,7;2,2;65,8;3,785;24472;0;0;0;0;0;1352;0,9;75
4;3;11;ti;-1,7;1,9;56,8;3,036;21068;0;0;0;0;0;1352;0,9;75
4;3;12;ti;-1,7;1,7;50,9;2,536;17865;0;0;0;0;0;1352;0,9;75
4;3;13;ti;-2,2;1,5;46,6;1,532;16171;0;0;0;0;0;1352;0,9;75
4;3;14;ti;-2,2;1,4;43,5;1,283;12683;0;0;0;0;0;1352;0,9;75
4;3;15;ti;-2,8;1,3;42,3;0,428;11006;0;0;0;0;0;1352;0,9;75
4;3;16;ti;-3,3;1,3;43,9;-0,076;12578;0;0;0;0;0;1352;0,9;75
4;3;17;ti;-3,9;1,2;42,4;-0,931;16117;0;0;0;0;0;1352;0,9;75
4;3;18;ti;-4,4;1,2;44;-1,435;19288;0;0;0;0;0;1352;0,9;75
4;3;19;ti;-5,6;1,1;44,3;-2,894;22597;0;0;0;0;0;1352;0,9;75
4;3;20;ti;-6,7;1;43,8;-4,252;25485;0;0;0;0;0;1352;0,9;75
4;3;21;ti;-7,8;0,9;43;-5,609;29535;0;0;0;0;0;1352;0,9;75
4;3;22;ti;-8,3;1;49,7;-5,864;31877;0;0;0;0;0;1352;0,9;75
4;3;23;ti;-9,4;1;54,2;-6,973;35073;0;0;0;0;0;1352;0,9;75
4;3;24;ti;-10,6;1;59,7;-8,182;38260;0;0;0;0;0;1352;0,9;75
4;4;1;ke;-10;1,1;62,6;-7,329;38872;0;0;0;0;0;1352;0,9;75
4;4;2;ke;-9,4;1,2;65,1;-6,476;39147;0;0;0;0;0;1352;0,9;75
4;4;3;ke;-9,4;1,2;65,1;-6,476;40295;0;0;0;0;0;1352;0,9;75
4;4;4;ke;-11,1;1,1;68,4;-8,438;44174;0;0;0;0;0;1352;0,9;75
4;4;5;ke;-13,3;0,9;67;-11,151;49215;0;0;0;0;0;1352;0,9;75
4;4;6;ke;-11,7;1,2;78,3;-8,795;47826;0;0;0;0;0;1352;0,9;75
4;4;7;ke;-10,6;1,2;71,6;-7,686;46368;0;0;0;0;0;1352;0,9;75
4;4;8;ke;-9,4;1,3;70,5;-6,228;43471;0;0;0;0;0;1352;0,9;75
4;4;9;ke;-8,9;1,4;72,9;-5,475;40616;0;0;0;0;0;1352;0,9;75
4;4;10;ke;-7,2;1,4;63,8;-3,76;35321;0;0;0;0;0;1352;0,9;75
4;4;11;ke;-6,1;1,5;62,7;-2,402;29137;0;0;0;0;0;1352;0,9;75
4;4;12;ke;-4,4;1,5;55;-0,687;23126;0;0;0;0;0;1352;0,9;75
4;4;13;ke;-3,3;1,6;54;0,672;20725;0;0;0;0;0;1352;0,9;75
4;4;14;ke;-2,8;1,7;55,2;1,426;19700;0;0;0;0;0;1352;0,9;75
4;4;15;ke;-1,7;1,8;53,8;2,786;16422;0;0;0;0;0;1352;0,9;75
4;4;16;ke;-1,1;1,8;51,5;3,392;13000;0;0;0;0;0;1352;0,9;75
4;4;17;ke;-0,6;1,7;46,9;3,646;12027;0;0;0;0;0;1352;0,9;75
4;4;18;ke;-1,7;1,4;41,9;1,787;16047;0;0;0;0;0;1352;0,9;75
4;4;19;ke;-2,8;1,4;45,5;0,677;20019;0;0;0;0;0;1352;0,9;75
4;4;20;ke;-3,9;1,3;45,9;-0,681;22612;0;0;0;0;0;1352;0,9;75
4;4;21;ke;-5,6;1,3;52,3;-2,396;27373;0;0;0;0;0;1352;0,9;75
4;4;22;ke;-7,2;1,3;59,2;-4,009;31405;0;0;0;0;0;1352;0,9;75
4;4;23;ke;-8,9;1,2;62,5;-5,972;35437;0;0;0;0;0;1352;0,9;75
4;4;24;ke;-11,1;1,2;74,6;-8,19;40466;0;0;0;0;0;1352;0,9;75
4;5;1;to;-11,7;1,1;71,8;-9,043;42866;0;0;0;0;0;1352;0,9;75
4;5;2;to;-12,8;1,1;78,6;-10,152;45945;0;0;0;0;0;1352;0,9;75
4;5;3;to;-13,3;1,1;81,9;-10,656;48186;0;0;0;0;0;1352;0,9;75
4;5;4;to;-14,4;1;81,6;-12,012;51183;0;0;0;0;0;1352;0,9;75
4;5;5;to;-15,6;0,9;81,2;-13,469;40011;0;0;0;0;0;792;0,6;50
4;5;6;to;-14,4;1;81,6;-12,012;53644;0;0;0;0;0;1352;0,9;75
4;5;7;to;-13,3;1,1;81,9;-10,656;52286;0;0;0;0;0;1352;0,9;75
4;5;8;to;-12,2;1,2;81,6;-9,299;49723;0;0;0;0;0;1352;0,9;75
4;5;9;to;-11,1;1,3;80,8;-7,942;45483;0;0;0;0;0;1352;0,9;75
4;5;10;to;-8,3;1,4;69,5;-4,87;36925;0;0;0;0;0;1352;0,9;75
4;5;11;to;-5,6;1,6;64,3;-1,649;28580;0;0;0;0;0;1352;0,9;75
4;5;12;to;-2,2;1,8;55,9;2,281;19899;0;0;0;0;0;1352;0,9;75
4;5;13;to;-1,7;1,8;53,8;2,786;15577;0;0;0;0;0;1352;0,9;75
4;5;14;to;-0,6;1,9;52,4;4,146;10229;0;0;0;0;0;1352;0,9;75
4;5;15;to;0;1,9;50,1;4,752;7181;0;0;0;0;0;1352;0,9;75
4;5;16;to;1,1;2,3;56;6,864;7019;0;0;0;0;0;1352;0,9;75
4;5;17;to;0,6;2,4;60,5;6,609;10377;0;0;0;0;0;1352;0,9;75
4;5;18;to;-0,6;2,4;66,1;5,396;14100;0;0;0;0;0;1352;0,9;75
4;5;19;to;-1,1;2,4;68,6;4,891;16127;0;0;0;0;0;1352;0,9;75
4;5;20;to;-2,2;2,5;77,5;4,029;19106;0;0;0;0;0;1352;0,9;75
4;5;21;to;-2,8;2,5;81,1;3,423;21510;0;0;0;0;0;1352;0,9;75
4;5;22;to;-2,8;2,6;84,3;3,672;22516;0;0;0;0;0;1352;0,9;75
4;5;23;to;-2,8;2,6;84,3;3,672;23524;0;0;0;0;0;1352;0,9;75
4;5;24;to;-2,8;2,7;87,6;3,922;24532;0;0;0;0;0;1352;0,9;75
4;6;1;pe;-3,3;2,6;87,6;3,167;26370;0;0;0;0;0;1352;0,9;75
4;6;2;pe;-3,9;2,6;91,7;2,56;28270;0;0;0;0;0;1352;0,9;75
4;6;3;pe;-4,4;2,5;91,6;1,806;30109;0;0;0;0;0;1352;0,9;75
4;6;4;pe;-5;2,4;92;0,95;31959;0;0;0;0;0;1352;0,9;75
4;6;5;pe;-5,6;2,3;92,4;0,095;33788;0;0;0;0;0;1352;0,9;75
4;6;6;pe;-6,1;2,2;91,9;-0,659;35595;0;0;0;0;0;1352;0,9;75
4;6;7;pe;-6,7;2,1;91,9;-1,514;37264;0;0;0;0;0;1352;0,9;75
4;6;8;pe;-5,6;2,3;92,4;0,095;35728;0;0;0;0;0;1352;0,9;75
4;6;9;pe;-4,4;2,6;95,2;2,055;33589;0;0;0;0;0;1352;0,9;75
4;6;10;pe;-3,9;2,7;95,2;2,81;32203;0;0;0;0;0;1352;0,9;75
4;6;11;pe;-2,8;2,8;90,8;4,171;29801;0;0;0;0;0;1352;0,9;75
4;6;12;pe;-1,7;2,9;86,6;5,534;24168;0;0;0;0;0;1352;0,9;75
4;6;13;pe;0;2,9;76,4;7,253;16308;0;0;0;0;0;1352;0,9;75
4;6;14;pe;1,7;2,7;62,8;8,471;10181;0;0;0;0;0;1352;0,9;75
4;6;15;pe;3,3;2,5;51,9;9,588;5747;0;0;0;0;0;1352;0,9;75
4;6;16;pe;3,9;2,5;49,7;10,194;4292;0;0;0;0;0;1352;0,9;75
4;6;17;pe;4,4;2,4;46,1;10,448;4324;0;0;0;0;0;1352;0,9;75
4;6;18;pe;3,9;2,2;43,8;9,441;6949;0;0;0;0;0;1352;0,9;75
4;6;19;pe;2,8;2,6;55,9;9,333;9819;0;0;0;0;0;1352;0,9;75
4;6;20;pe;1,7;2,8;65,2;8,722;13080;0;0;0;0;0;1352;0,9;75
4;6;21;pe;0,6;3;75,6;8,11;16265;0;0;0;0;0;1352;0,9;75
4;6;22;pe;0;3,1;81,6;7,753;18166;0;0;0;0;0;1352;0,9;75
4;6;23;pe;-0,6;3,2;88;7,396;20007;0;0;0;0;0;1352;0,9;75
4;6;24;pe;-1,1;3,3;94,2;7,14;21842;0;0;0;0;0;1352;0,9;75
4;7;1;la;-1,1;3,3;94,2;7,14;22739;0;0;0;0;0;1352;0,9;75
4;7;2;la;-1,1;3,4;97;7,39;23563;0;0;0;0;0;1352;0,9;75
4;7;3;la;-1,1;3,4;97;7,39;24352;0;0;0;0;0;1352;0,9;75
4;7;4;la;-1,1;3,4;97;7,39;25100;0;0;0;0;0;1352;0,9;75
4;7;5;la;-1,1;3,4;97;7,39;25831;0;0;0;0;0;1352;0,9;75
4;7;6;la;-1,1;3,4;97;7,39;26499;0;0;0;0;0;1352;0,9;75
4;7;7;la;-0,6;3,5;96,2;8,146;26115;0;0;0;0;0;1352;0,9;75
4;7;8;la;-0,6;3,5;96,2;8,146;26157;0;0;0;0;0;1352;0,9;75
4;7;9;la;0;3,6;94,7;9,004;25011;0;0;0;0;0;1352;0,9;75
4;7;10;la;0,6;3,6;90,6;9,611;22716;0;0;0;0;0;1352;0,9;75
4;7;11;la;1,1;3,6;87,4;10,118;21111;0;0;0;0;0;1352;0,9;75
4;7;12;la;2,2;3,7;82,9;11,482;18094;0;0;0;0;0;1352;0,9;75
4;7;13;la;2,2;3,6;80,7;11,231;16969;0;0;0;0;0;1352;0,9;75
4;7;14;la;2,8;3,6;77,3;11,839;15784;0;0;0;0;0;1352;0,9;75
4;7;15;la;2,8;3,6;77,3;11,839;15160;0;0;0;0;0;1352;0,9;75
4;7;16;la;3,3;3,5;72,5;12,095;15417;0;0;0;0;0;1352;0,9;75
4;7;17;la;2,8;3,1;66,6;10,586;16725;0;0;0;0;0;1352;0,9;75
4;7;18;la;2,8;2,8;60,2;9,834;16432;0;0;0;0;0;1352;0,9;75
4;7;19;la;2,2;2,7;60,6;8,977;17813;0;0;0;0;0;1352;0,9;75
4;7;20;la;1,7;2,6;60,5;8,221;19495;0;0;0;0;0;1352;0,9;75
4;7;21;la;1,7;2,5;58,2;7,971;20531;0;0;0;0;0;1352;0,9;75
4;7;22;la;0,6;2,4;60,5;6,609;22866;0;0;0;0;0;1352;0,9;75
4;7;23;la;-0,6;2,2;60,6;4,896;25301;0;0;0;0;0;1352;0,9;75
4;7;24;la;-1,7;2,1;62,8;3,535;27781;0;0;0;0;0;1352;0,9;75
4;8;1;su;-2,2;2,1;65,2;3,03;29365;0;0;0;0;0;1352;0,9;75
4;8;2;su;-3,3;2;67,4;1,67;31702;0;0;0;0;0;1352;0,9;75
4;8;3;su;-3,9;2;70,6;1,064;33319;0;0;0;0;0;1352;0,9;75
4;8;4;su;-5;1,9;72,9;-0,296;35799;0;0;0;0;0;1352;0,9;75
4;8;5;su;-6,7;1,8;78,8;-2,261;39279;0;0;0;0;0;1352;0,9;75
4;8;6;su;-7,8;1,7;81,1;-3,62;41962;0;0;0;0;0;1352;0,9;75
4;8;7;su;-7,8;1,6;76,4;-3,868;42497;0;0;0;0;0;1352;0,9;75
4;8;8;su;-6,1;1,7;71,1;-1,904;38837;0;0;0;0;0;1352;0,9;75
4;8;9;su;-4,4;1,8;66;0,061;34324;0;0;0;0;0;1352;0,9;75
4;8;10;su;-2,8;1,9;61,7;1,925;27552;0;0;0;0;0;1352;0,9;75
4;8;11;su;-1,1;2;57,2;3,891;20462;0;0;0;0;0;1352;0,9;75
4;8;12;su;0,6;2;50,5;5,608;13640;0;0;0;0;0;1352;0,9;75
4;8;13;su;1,1;2;48,7;6,113;8745;0;0;0;0;0;1352;0,9;75
4;8;14;su;1,1;2;48,7;6,113;6497;0;0;0;0;0;1352;0,9;75
4;8;15;su;1,7;1,9;44,3;6,468;4640;0;0;0;0;0;1352;0,9;75
4;8;16;su;2,8;2,3;49,5;8,581;4246;0;0;0;0;0;1352;0,9;75
4;8;17;su;1,7;2,4;55,9;7,72;5361;0;0;0;0;0;1352;0,9;75
4;8;18;su;0,6;2,5;63;6,859;10244;0;0;0;0;0;1352;0,9;75
4;8;19;su;0;2,6;68,5;6,503;12577;0;0;0;0;0;1352;0,9;75
4;8;20;su;-1,1;2,6;74,3;5,391;15799;0;0;0;0;0;1352;0,9;75
4;8;21;su;-1,7;2,6;77,7;4,784;18420;0;0;0;0;0;1352;0,9;75
4;8;22;su;-3,3;2,4;80,9;2,668;22155;0;0;0;0;0;1352;0,9;75
4;8;23;su;-5;2,2;84,4;0,452;26119;0;0;0;0;0;1352;0,9;75
4;8;24;su;-6,1;2;83,6;-1,157;29173;0;0;0;0;0;1352;0,9;75
4;9;1;ma;-7,2;1,8;82;-2,765;32286;0;0;0;0;0;1352;0,9;75
4;9;2;ma;-8,3;1,7;84,4;-4,124;35353;0;0;0;0;0;1352;0,9;75
4;9;3;ma;-10;1,6;91;-6,088;39409;0;0;0;0;0;1352;0,9;75
4;9;4;ma;-11,1;1,4;87;-7,694;42531;0;0;0;0;0;1352;0,9;75
4;9;5;ma;-12,2;1,2;81,6;-9,299;45638;0;0;0;0;0;1352;0,9;75
4;9;6;ma;-12,2;1,2;81,6;-9,299;46796;0;0;0;0;0;1352;0,9;75
4;9;7;ma;-10,6;1,4;83,5;-7,19;44720;0;0;0;0;0;1352;0,9;75
4;9;8;ma;-9,4;1,7;92,1;-5,234;42148;0;0;0;0;0;1352;0,9;75
4;9;9;ma;-7,8;1,9;90,7;-3,122;37248;0;0;0;0;0;1352;0,9;75
4;9;10;ma;-5,6;2,1;84,4;-0,403;32817;0;0;0;0;0;1352;0,9;75
4;9;11;ma;-3,3;2,2;74,2;2,169;27448;0;0;0;0;0;1352;0,9;75
4;9;12;ma;-1,1;2,3;65,8;4,641;21931;0;0;0;0;0;1352;0,9;75
4;9;13;ma;-1,1;2,5;71,4;5,141;21363;0;0;0;0;0;1352;0,9;75
4;9;14;ma;-1,1;2,6;74,3;5,391;21803;0;0;0;0;0;1352;0,9;75
4;9;15;ma;-0,6;2,7;74,3;6,146;20937;0;0;0;0;0;1352;0,9;75
4;9;16;ma;0;3;79;7,503;19671;0;0;0;0;0;1352;0,9;75
4;9;17;ma;0,6;3,3;83,1;8,861;19416;0;0;0;0;0;1352;0,9;75
4;9;18;ma;-0,6;3,2;88;7,396;21620;0;0;0;0;0;1352;0,9;75
4;9;19;ma;-0,6;3,3;90,8;7,646;22189;0;0;0;0;0;1352;0,9;75
4;9;20;ma;-0,6;3,3;90,8;7,646;23125;0;0;0;0;0;1352;0,9;75
4;9;21;ma;-1,1;3,4;97;7,39;25148;0;0;0;0;0;1352;0,9;75
4;9;22;ma;-1,1;3,4;97;7,39;25837;0;0;0;0;0;1352;0,9;75
4;9;23;ma;-1,1;3,4;97;7,39;26438;0;0;0;0;0;1352;0,9;75
4;9;24;ma;-1,7;3,3;98,5;6,533;27931;0;0;0;0;0;1352;0,9;75
4;10;1;ti;-1,7;3,2;95,5;6,283;28601;0;0;0;0;0;1352;0,9;75
4;10;2;ti;-2,2;3,1;96,1;5,527;30086;0;0;0;0;0;1352;0,9;75
4;10;3;ti;-2,8;3;97,3;4,671;31653;0;0;0;0;0;1352;0,9;75
4;10;4;ti;-3,3;2,7;90,9;3,416;33082;0;0;0;0;0;1352;0,9;75
4;10;5;ti;-4,4;2,4;87,9;1,556;35563;0;0;0;0;0;1352;0,9;75
4;10;6;ti;-5;2,2;84,4;0,452;37208;0;0;0;0;0;1352;0,9;75
4;10;7;ti;-5,6;2,1;84,4;-0,403;38519;0;0;0;0;0;1352;0,9;75
4;10;8;ti;-5,6;2;80,4;-0,652;38276;0;0;0;0;0;1352;0,9;75
4;10;9;ti;-6,1;1,9;79,4;-1,406;37317;0;0;0;0;0;1352;0,9;75
4;10;10;ti;-5,6;1,7;68,4;-1,4;33040;0;0;0;0;0;1352;0,9;75
4;10;11;ti;-5;1,6;61,4;-1,043;28147;0;0;0;0;0;1352;0,9;75
4;10;12;ti;-4,4;1,4;51,4;-0,936;22846;0;0;0;0;0;1352;0,9;75
4;10;13;ti;-3,9;1,3;45,9;-0,681;17980;0;0;0;0;0;1352;0,9;75
4;10;14;ti;-3,3;1,3;43,9;-0,076;13574;0;0;0;0;0;1352;0,9;75
4;10;15;ti;-2,8;1,2;39;0,178;10261;0;0;0;0;0;1352;0,9;75
4;10;16;ti;-2,8;1,2;39;0,178;9573;0;0;0;0;0;1352;0,9;75
4;10;17;ti;-2,2;1,2;37,3;0,783;10001;0;0;0;0;0;1352;0,9;75
4;10;18;ti;-2,2;1,2;37,3;0,783;12540;0;0;0;0;0;1352;0,9;75
4;10;19;ti;-3,9;1,2;42,4;-0,931;17096;0;0;0;0;0;1352;0,9;75
4;10;20;ti;-5;1,1;42,3;-2,289;20167;0;0;0;0;0;1352;0,9;75
4;10;21;ti;-6,7;1,1;48,2;-4,003;25406;0;0;0;0;0;1352;0,9;75
4;10;22;ti;-7,2;1,1;50,1;-4,507;27863;0;0;0;0;0;1352;0,9;75
4;10;23;ti;-8,3;1,1;54,7;-5,616;31067;0;0;0;0;0;1352;0,9;75
4;10;24;ti;-9,4;1,1;59,7;-6,724;34337;0;0;0;0;0;1352;0,9;75
4;11;1;ke;-11,1;1;62,2;-8,686;38558;0;0;0;0;0;1352;0,9;75
4;11;2;ke;-12,8;0,9;64,3;-10,647;42954;0;0;0;0;0;1352;0,9;75
4;11;3;ke;-13,9;0,9;70,4;-11,756;46487;0;0;0;0;0;1352;0,9;75
4;11;4;ke;-14,4;0,8;65,3;-12,507;48882;0;0;0;0;0;1352;0,9;75
4;11;5;ke;-12,2;1;68;-9,795;46470;0;0;0;0;0;1352;0,9;75
4;11;6;ke;-10,6;1,2;71,6;-7,686;44410;0;0;0;0;0;1352;0,9;75
4;11;7;ke;-9,4;1,3;70,5;-6,228;42776;0;0;0;0;0;1352;0,9;75
4;11;8;ke;-7,8;1,4;66,8;-4,366;39187;0;0;0;0;0;1352;0,9;75
4;11;9;ke;-6,7;1,5;65,7;-3,007;34728;0;0;0;0;0;1352;0,9;75
4;11;10;ke;-5;1,5;57,6;-1,292;28754;0;0;0;0;0;1352;0,9;75
4;11;11;ke;-3,9;1,6;56,5;0,067;22772;0;0;0;0;0;1352;0,9;75
4;11;12;ke;-2,2;1,7;52,8;2,032;16215;0;0;0;0;0;1352;0,9;75
4;11;13;ke;-1,7;1,7;50,9;2,536;11558;0;0;0;0;0;1352;0,9;75
4;11;14;ke;-0,6;1,7;46,9;3,646;6550;0;0;0;0;0;1352;0,9;75
4;11;15;ke;0;1,7;44,9;4,252;5449;0;0;0;0;0;1352;0,9;75
4;11;16;ke;0,6;1,7;42,9;4,857;4808;0;0;0;0;0;1352;0,9;75
4;11;17;ke;1,1;1,8;43,8;5,612;4721;0;0;0;0;0;1352;0,9;75
4;11;18;ke;0,6;1,6;40,4;4,607;5684;0;0;0;0;0;1352;0,9;75
4;11;19;ke;-0,6;1,6;44,1;3,396;6936;0;0;0;0;0;1352;0,9;75
4;11;20;ke;-1,7;1,6;47,9;2,286;11632;0;0;0;0;0;1352;0,9;75
4;11;21;ke;-2,8;1,6;52;1,177;15940;0;0;0;0;0;1352;0,9;75
4;11;22;ke;-3,9;1,7;60;0,316;19118;0;0;0;0;0;1352;0,9;75
4;11;23;ke;-5;1,7;65,3;-0,794;22370;0;0;0;0;0;1352;0,9;75
4;11;24;ke;-6,1;1,7;71,1;-1,904;25643;0;0;0;0;0;1352;0,9;75
4;12;1;to;-7,2;1,7;77,4;-3,014;28920;0;0;0;0;0;1352;0,9;75
4;12;2;to;-7,8;1,7;81,1;-3,62;31321;0;0;0;0;0;1352;0,9;75
4;12;3;to;-8,9;1,7;88,5;-4,73;34558;0;0;0;0;0;1352;0,9;75
4;12;4;to;-9,4;1,6;86,7;-5,483;36900;0;0;0;0;0;1352;0,9;75
4;12;5;to;-10,6;1,5;89,5;-6,942;40069;0;0;0;0;0;1352;0,9;75
4;12;6;to;-9,4;1,6;86,7;-5,483;39567;0;0;0;0;0;1352;0,9;75
4;12;7;to;-8,9;1,7;88,5;-4,73;39236;0;0;0;0;0;1352;0,9;75
4;12;8;to;-7,8;1,8;85,9;-3,371;36682;0;0;0;0;0;1352;0,9;75
4;12;9;to;-7,2;1,9;86,5;-2,517;33175;0;0;0;0;0;1352;0,9;75
4;12;10;to;-5,6;2;80,4;-0,652;28866;0;0;0;0;0;1352;0,9;75
4;12;11;to;-3,3;2;67,4;1,67;22013;0;0;0;0;0;1352;0,9;75
4;12;12;to;-1,7;2;59,8;3,286;15657;0;0;0;0;0;1352;0,9;75
4;12;13;to;-1,1;2;57,2;3,891;12399;0;0;0;0;0;1352;0,9;75
4;12;14;to;-1,1;1,9;54,3;3,641;10356;0;0;0;0;0;1352;0,9;75
4;12;15;to;-0,6;1,9;52,4;4,146;7655;0;0;0;0;0;1352;0,9;75
4;12;16;to;0,6;2;50,5;5,608;6193;0;0;0;0;0;1352;0,9;75
4;12;17;to;0;2;52,7;5,002;7980;0;0;0;0;0;1352;0,9;75
4;12;18;to;-0,6;1,9;52,4;4,146;10576;0;0;0;0;0;1352;0,9;75
4;12;19;to;-1,7;1,9;56,8;3,036;13750;0;0;0;0;0;1352;0,9;75
4;12;20;to;-2,2;1,8;55,9;2,281;15777;0;0;0;0;0;1352;0,9;75
4;12;21;to;-3,3;1,7;57,4;0,922;19834;0;0;0;0;0;1352;0,9;75
4;12;22;to;-6,1;1,6;66,9;-2,153;25719;0;0;0;0;0;1352;0,9;75
4;12;23;to;-8,3;1,4;69,5;-4,87;30941;0;0;0;0;0;1352;0,9;75
4;12;24;to;-11,1;1,2;74,6;-8,19;37090;0;0;0;0;0;1352;0,9;75
4;13;1;pe;-12,2;1,1;74,8;-9,547;40564;0;0;0;0;0;1352;0,9;75
4;13;2;pe;-13,9;1;78,3;-11,508;44805;0;0;0;0;0;1352;0,9;75
4;13;3;pe;-15;0,9;77,2;-12,864;34062;0;0;0;0;0;792;0,6;50
4;13;4;pe;-16,1;0,8;75,3;-14,22;36891;0;0;0;0;0;792;0,6;50
4;13;5;pe;-15;0,9;77,2;-12,864;36861;0;0;0;0;0;792;0,6;50
4;13;6;pe;-13,9;1,1;86;-11,261;50159;0;0;0;0;0;1352;0,9;75
4;13;7;pe;-12,8;1,2;85,7;-9,904;48758;0;0;0;0;0;1352;0,9;75
4;13;8;pe;-12,2;1,3;88,4;-9,051;46913;0;0;0;0;0;1352;0,9;75
4;13;9;pe;-11,1;1,4;87;-7,694;42903;0;0;0;0;0;1352;0,9;75
4;13;10;pe;-8,9;1,6;83,3;-4,978;37100;0;0;0;0;0;1352;0,9;75
4;13;11;pe;-6,7;1,7;74,4;-2,51;30126;0;0;0;0;0;1352;0,9;75
4;13;12;pe;-4,4;1,9;69,7;0,31;22385;0;0;0;0;0;1352;0,9;75
4;13;13;pe;-3,3;1,8;60,7;1,171;16631;0;0;0;0;0;1352;0,9;75
4;13;14;pe;-2,8;1,8;58,5;1,676;12263;0;0;0;0;0;1352;0,9;75
4;13;15;pe;-1,7;1,8;53,8;2,786;8445;0;0;0;0;0;1352;0,9;75
4;13;16;pe;-1,1;1,8;51,5;3,392;6706;0;0;0;0;0;1352;0,9;75
4;13;17;pe;-0,6;1,9;52,4;4,146;6945;0;0;0;0;0;1352;0,9;75
4;13;18;pe;-1,1;1,7;48,6;3,142;10144;0;0;0;0;0;1352;0,9;75
4;13;19;pe;-1,7;1,7;50,9;2,536;12467;0;0;0;0;0;1352;0,9;75
4;13;20;pe;-2,8;1,6;52;1,177;15376;0;0;0;0;0;1352;0,9;75
4;13;21;pe;-3,3;1,6;54;0,672;18764;0;0;0;0;0;1352;0,9;75
4;13;22;pe;-5,6;1,5;60,3;-1,898;23635;0;0;0;0;0;1352;0,9;75
4;13;23;pe;-7,2;1,4;63,8;-3,76;27724;0;0;0;0;0;1352;0,9;75
